ID	Name	Title	Model	Kind	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	ShopTemplateID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	ShopOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeLowLimit1	ReputeHighLimit1	ReputeID2	ReputeValue2	ReputeLowLimit2	ReputeHighLimit2	ReputeID3	ReputeValue3	ReputeLowLimit3	ReputeHighLimit3	ReputeID4	ReputeValue4	ReputeLowLimit4	ReputeHighLimit4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	IsRandomDailyQuest	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillInterval6	SkillInterval7	SkillInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	HasGameCardSale	GameCardSaleOptionText	GameCardTradeRequireReputeLevel	HasGameCardBuy	GameCardBuyOptionText
3668	陈勇仁			3	13				50		950	31					0	3977			3579					22						175	349	349	349	349	349	1500	50	50	50	50		3668		94	47	94	47	28	1	19							32							32							32																2300	0	0	0	0	0	0	0	0	0	1		81	486	734003	天策							<G>三年又三年。	1000															13	-5000																	0	9000									5							3	50	289																																																			13															
3669	扬州信使	信使		3	34				20		900	27	3				35	875			787					22	9450					65	120	120	120	120	120	0	20	20	20	20		3669	21	34	16	34	16	28	1	28			18	10			19																														2626										1		19	115	629145	扬州							<G>大唐邮政，八百里加急，特快专递！	100	<G>放心，您的邮件一定能够快捷、安全、完好的抵达目的地。	100						1		飞鸽传书																							0	9000									1							3	20	221																																																			34				0											
3670	道休	远程武器商		3	11				23			28	3				180	1045			940					22	9450					84	147	147	147	147	147	192	23	23	23	23		3670	21	38	20	38	20	28	1	30			20	10																																	2380										1	323	24	147	629145	少林							<G>附近这些行踪不明的盗墓贼真是麻烦呐。	1000												远程武器店			11	-5000																	0	9000		4							1							3	23	234																																																			11				0											
3671	陈明球			3	26	1	1	0	5	2	950	27	3	0	0		90	84	0	0	76	0	0	100	6	22	9000	0	0	0	0	7	26	26	26	26	26	0	5	5	5	5	0	3671	21	20	10	20	10	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2627	2913	0	0	0	0	0	0	0	0	1	0	1	6	629145	长安友善npc	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0								3	5	110																																																			26				0											
3672	李智			3	26	1	1	0	5	2	950	27	3	0	0		180	84	0	0	76	0	0	100	6	22	9000	0	0	0	0	7	26	26	26	26	26	0	5	5	5	5	0	3672	21	20	10	20	10	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2628	2914	0	0	0	0	0	0	0	0	1	0	1	6	629145	长安友善npc	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0	1							3	5	110																																																			26				0											
3673	全俊凯			3	26	1	1	0	5	2	950	27	3	0	0		150	84	0	0	76	0	0	100	6	22	9000	0	0	0	0	7	26	26	26	26	26	0	5	5	5	5	0	3673	21	20	10	20	10	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2630	2915	0	0	0	0	0	0	0	0	1	0	1	6	629145	长安友善npc	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0								3	5	110																																																			26				0											
3674	洛阳信使	信使		3	35				20		900	27	3				35	875			787					22	9450					65	120	120	120	120	120	0	20	20	20	20		3674	21	34	16	34	16	28	1	28			18	10			19																														2629										1		19	115	629145	洛阳							<G>大唐邮政，八百里加急，特快专递！	100	<G>放心，您的邮件一定能够快捷、安全、完好的抵达目的地。	100						1		飞鸽传书																							0	9000									1							3	20	221																																																			35				0											
3675	长安信使	信使		3	36				20		900	27	3				35	875			787					22	9450					65	120	120	120	120	120	0	20	20	20	20		3675	21	34	16	34	16	28	1	28			18	10			19																														2631										1		19	115	629145	长安友善npc							<G>大唐邮政，八百里加急，特快专递！	100	<G>放心，您的邮件一定能够快捷、安全、完好的抵达目的地。	100						1		飞鸽传书																							0	9000									1							3	20	221																																																			36				0											
3676	黄月			3	26	1	1	0	5	1	950	40	3	0	0		120	84	0	0	76	0	0	100	6	22	9000	0	0	0	0	7	26	26	26	26	26	0	5	5	5	5	0	3676	21	27	13	27	13	28	1	43	1	1024	33	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2632	2916	0	0	0	0	0	0	0	0	1	0	1	6	629145	长安友善npc	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0								3	5	110																																																			26				0											
3677	陈萍香			3	26	1	1	0	5	1	950	40	3	0	0		60	84	0	0	76	0	0	100	6	22	9000	0	0	0	0	7	26	26	26	26	26	0	5	5	5	5	0	3677	21	20	10	20	10	28	1	24	1	1024	14	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2633	2908	0	0	0	0	0	0	0	0	1	0	1	6	629145	长安友善npc	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0								3	5	110																																																			26				0											
3678	骆小依			3	26	1	1	0	5	1	950	40	3	0	0		180	84	0	0	76	0	0	100	6	22	9000	0	0	0	0	7	26	26	26	26	26	0	5	5	5	5	0	3678	21	27	13	27	13	28	1	43	1	1024	33	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2634	2917	0	0	0	0	0	0	0	0	1	0	1	6	629145	长安友善npc	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0								3	5	110																																																			26				0											
3679	赵杰			3	26	1	1	0	5	1	950	30	3	0	0		180	84	0	0	76	0	0	100	6	22	9000	0	0	0	0	7	26	26	26	26	26	0	5	5	5	5	0	3679	28	20	10	20	10	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2636	0	0	0	0	0	0	0	0	0	1	0	1	6	629145	长安友善npc	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0	1							3	5	110																																																			26				0											
3680	刘沙			3	26	1	1	0	5	1	950	31	3	0	0		180	84	0	0	76	0	0	100	6	22	9000	0	0	0	0	7	26	26	26	26	26	0	5	5	5	5	0	3680	21	20	10	20	10	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2637	0	0	0	0	0	0	0	0	0	1	0	1	6	629145	长安友善npc	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0	1							3	5	110																																																			26				0											
3681	梁方程			3	26	1	1	0	5	1	950	27	3	0	0		180	84	0	0	76	0	0	100	6	22	9000	0	0	0	0	7	26	26	26	26	26	0	5	5	5	5	0	3681	21	20	10	20	10	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2638	0	0	0	0	0	0	0	0	0	1	0	1	6	629145	长安友善npc	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0	1							3	5	110																																																			26				0											
3682	枚成功	新手武学训练师		3	36				30		1250	46	3				105	1309			1489					22						107	240	240	240	240	240	704	30	30	30	30		3682	21	67	33	67	33	28	1	36			26	10																																	256										1		43	259	629145	长安友善npc	5			3			<G>江湖越老，胆子越小，我堂堂一代大侠如今也只敢在这小镇里当个教头，教教初出茅庐的菜鸟就知足了。	100													学习招式																				0	9000									1							3	30	257																																																			36				0											
3683	被迷惑的霸刀弟子				29			183	48	1		28	3				0	3799			3419					22						169	336	336	336	336	336	1440	48	48	48	48		3683	11	83	42	83	42	28	1	34			24	10																						960											2305										1		76	459	734003	七秀																																									0	9000									5							3	48	286																																																			29															
3684	被迷惑的藏剑弟子				29			183	48	1		31	3				0	3799			3419					22						169	336	336	336	336	336	1440	48	48	48	48		3684	11	91	45	91	45	28	1	37			27	10			240		102					240		100										960											2304										1		76	459	734003	七秀																																									0	9000									5							3	48	286																																																			29															
3685	侍女	昆仑派		3	46				65	2		39						5689			5120					22						222	446	446	446	446	446	1950	65	65	65	65		3685	21	141	70	141	70	28	1	35			25	10																																	3197										1		156	935	838860	昆仑							<G>不知从何时起，这玉虚峰再不是外世，每天都被尘世烦扰。	100																																	0	9000									1							3	69	337																																																			46				0											
3686	被迷惑的纯阳弟子				29			183	48	1		27	3				0	3799			3419					22						169	336	336	336	336	336	1440	48	48	48	48		3686	11	86	43	86	43	28	1	35			25	10			240		102					240		100										960											2303										1		76	459	734003	七秀																																									0	9000									5							3	48	286																																																			29															
3687	被迷惑的万花弟子				29			183	48	1		28	3				0	3799			3419					22						169	336	336	336	336	336	1440	48	48	48	48		3687	11	184	92	184	92	28	1	75			65	10			240		102					240		100										960											2377										1		76	459	734003	七秀																																									0	9000									5							3	48	286																																																			29															
3688	小鸡				26		8	26			200	3	3	0	0		90	10			0			0	4	18	0					0	0					0						3688	27	0	0			28	1	51	1	1024	41	10																																	2641										1		0	0	0	长安城			0	0	1																																				0									0	10							3	1	78																																																			26				0											
3689	小母鸡				26		8	26		1	320	14	3	0	0		90	225			244			0	4	20	0					18	48	48	48	48	48		18	18	18	18		3689	27	10	6	10	6	28	1	56	1	1024	46	10																																	2643										1		0	0	0	长安城			0	0	1																																				0	9450								0	10							3	1	78																																																			26				0											
3690	小猪				31		8	22		1	450	39	3				20	51			45					22	9450					1	12	12	12	12	12	0	1	1	1	1		3690	13	18	8	18	8	28	1	31			21	10																																	2644										1		0	0	0	长安城			0	0																																					0	9000									10							3	1	78																																																			31				0											
3691	小狗				26			30			500	47	3	0	0		180	51			45				4	22	9450					1	12	12	12	12	12	0	1	1	1	1		3691	24	18	8	18	8	28	1	23	1	1024	13	10	623	1	240	2	512	13	8																										2645										1		0	2	629145	长安城			0	0																																					0	9000									10							3	1	78																																																			26				0											
3692	小牛				26		8					94	3				30	51			45					22	9450					1	12	12	12	12	12	0	1	1	1	1		3692	21	31	16	31	16	28	1	57	1	1024	47	10	617	1	240	2	512	41	8																										2646										1		0	0	0	长安城			0	0																																					0	9000									10							3	1	78																																																			26				0											
3693	小兔				26		8	42	1		950	18	3	0	0		45	53			0					22						1	11	11	11	11	11	0	0	0	0	0		3693	27	29	15	29	15	28	1	49	1	1024	39	10			32							32							32								洛阳\tuzirou.tab	1							2647										386		0	0	0	长安城			2																																						0	9000								0	10							3	1	78																																																			26				0											
3694	贺富贵	行脚商		3	36				15			30	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3694	21	26	12	26	12	28	1	28	1	1024	18	10	696	4	32	8	102400	14	8																										2642										1	178	12	73	629145	长安城			0	0			<G>我很特殊，很特殊，很特殊……	100	<G>刚到的两样秘方和食谱。	100										稀有物品店																					0	9000																3	15	188																																																			36				0											
3695	玉谦树	西域商会会长		3	55	1	1	280	50	0	950	76	4	1	1		180	7267	0	0	8271	0	0	100	6	22	9000	0	0	0	0	166	380	380	380	380	380	1174	50	50	50	50	0	3695	1	813	406	813	406	28	1	36	1	1024	26	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2649	0	0	0	0	0	0	0	0	0	1	0	135	810	734003	长安城	0	0	1	3	0	0	<G>中原和西域商礼往来，可互补有无。	300	<G>中土的大部分货物，比起西域，确实细腻有加、做工精美。	300		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	1							4	50	481																																																			55				20											
3696	钱公子	教书先生		3	36				15			29	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3696	21	26	12	26	12	28	1	28	1	1024	18	10																																	2648										1	177	12	73	629145	长安城			0	0			<G>生纸烟墨炭黑墨。	100												阅读材料供应店																					0	9000																3	15	188																																																			36				0											
3697	曹申	针线商		3	36				15			32	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3697	21	26	12	26	12	28	1	28	1	1024	18	10																																	2650										1	179	12	73	629145	长安城			0	0			<G>粗线细线金丝线。	100												缝纫材料供应店																					0	9000									1							3	15	188																																																			36				0											
3698	尉迟奉	胡商		3	26	1	1	280	15	0	950	52	3	1	1		180	508	0	0	457	0	0	100	6	22	9000	0	0	0	0	39	81	81	81	81	81	0	15	15	15	15	0	3698	1	29	14	29	14	28	1	36	1	1024	26	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2651	0	0	0	0	0	0	0	0	0	1	0	12	73	629145	长安城	0	0	1	1	0	0	<G>此次若能将中土之丝绸、茶叶带回，我会发财的！	300		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	2							3	15	188																																																			26				0											
3699	杨梓呈	炭火商		3	36				15			47	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3699	21	29	14	29	14	28	1	36	1	1024	26	10																																	2652										1	172	12	73	629145	长安城			0	0			<G>煤炭钢丝，锤子锄头。	100												铸造材料供应店																					0	9000																3	15	188																																																			36				0											
3700	阿里曼行善者	圣宣门			26				25	2		31	3				120	1157			1042					22						98	166	166	166	166	166	355	25	25	25	25		3700	21	51	25	51	25	28	1	39			29	10	617	6	240	2	512	29	8																										177										1		29	173	629145	长安友善npc							<G>真神护佑你。	100									scripts\Map\长安\Npc\天都镇问路.lua																								0	9000																3	25	242																																																			26				0											
3701	玉安	玉谦树仆人		3	36	1	1	0	10	0	950	39	3	1	1		180	175	0	0	158	0	0	100	6	22	9000	0	0	0	0	20	50	50	50	50	50	0	10	10	10	10	0	3701	1	23	11	23	11	28	1	29	1	1024	19	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2653	0	0	0	0	0	0	0	0	0	1	0	4	24	629145	长安城	0	0	1	1	0	0	<G>中土的食物可没有我们的烤羊肉好吃，瓜果也没我们的甜。	100		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	2							3	10	149																																																			36				0											
3702	玉平	玉谦树仆人		3	36	1	1	0	10	0	950	31	3	1	1		180	175	0	0	158	0	0	100	6	22	9000	0	0	0	0	20	50	50	50	50	50	0	10	10	10	10	0	3702	1	23	11	23	11	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2654	0	0	0	0	0	0	0	0	0	1	0	4	24	629145	长安城	0	0	1	1	0	0	<G>这里很繁华！中原人很热情！	100		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	2							3	10	149																																																			36				0											
3703	高翎	尉迟奉保镖		3	26	1	1	0	35	0	950	41	3	1	1		180	2147	0	0	2444	0	0	100	6	22	9000	0	0	0	0	122	275	275	275	275	275	822	35	35	35	35	0	3703	1	69	35	69	35	28	1	31	1	1024	21	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2657	0	0	0	0	0	0	0	0	0	1	0	51	307	734003	长安城	0	0	1	3	0	0	<G>看什么看！走远些！	300	<G>有我在，尔等草寇休想接近我主子！	300		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	1							3	35	267																																																			26				0											
3704	辛飞燕	药肆商		3	36				15			36	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3704	21	28	14	28	14	28	1	35	1	1024	25	10																																	2655										1	175	12	73	629145	长安城			0	0			<G>金针药臼，药囊葫芦。	100												医术材料供应店																					0	9000																3	15	188																																																			36				0											
3705	孔伯堂	酱料商		3	36				15			31	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3705	21	26	12	26	12	28	1	25	1	1024	15	10																																	2656										1	170	12	73	629145	长安城			0	0			<G>小孔专售油盐酱醋。	100												烹饪调味品店																					0	9000																3	15	188																																																			36				0											
3706	陈定疆	仓库总管		3	36	1	1	0	15	0	950	29	3	1	1			508	0	0	457	0	0	100	6	22	9000	0	0	0	0	39	81	81	81	81	81	0	15	15	15	15	0	3706	1	26	12	26	12	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2658	0	0	0	0	0	0	0	0	0	1	0	12	73	629145	长安城	0	0	1	1	0	0	<G>我们钱庄分号遍地，信誉非常，客人大可放心。	100		0		0			1				仓库				0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	2							3	15	188																																																			36				0											
3707	胡晋	仓库总管		3	36	1	1	0	15	0	950	30	3	1	1		180	508	0	0	457	0	0	100	6	22	9000	0	0	0	0	39	81	81	81	81	81	0	15	15	15	15	0	3707	1	26	12	26	12	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2659	0	0	0	0	0	0	0	0	0	1	0	12	73	629145	长安城	0	0	1	1	0	0	<G>行走天下的，身上带不得多少银子，暂存到我们钱庄里，那可是省事得多啊！	300		0		0			1				仓库				0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	2							3	15	188																																																			36				0											
3708	莴笋先生	菜贩		3	36				15			27	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3708	21	26	12	26	12	28	1	28	1	1024	18	10																																	2660										1	180	12	73	629145	长安城			0	0			<G>莴笋！黄瓜！茄子！	100												烹饪蔬菜店																					0	9000																3	15	188																																																			36				0											
3709	白圭	铜钱会长老		3	36	1	1	0	30	0	950	41	3	1	1		180	1596	0	0	1436	0	0	100	6	22	9000	0	0	0	0	113	220	220	220	220	220	900	30	30	30	30	0	3709	1	50	24	50	24	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2661	0	0	0	0	0	0	0	0	0	1	0	43	259	629145	长安城	0	0	1	1	0	0	<G>普天下，没有什么感情不感情的，钱才是最好的东西！	100		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	2							3	30	257																																																			36				0											
3710	余寅	小吃商		3	36				15			74	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3710	21	29	14	29	14	28	1	36	1	1024	26	10																																	2662										1	171	12	73	629145	长安城			0	0			<G>饿了吧。	100												食品店																					0	9000									1							3	15	188																																																			36				0											
3711	白穆然	医生		3	36	1	1	0	13	0	950	36	3	1	1		180	285	0	0	257	0	0	100	6	22	9000	0	0	0	0	31	68	68	68	68	68	0	13	13	13	13	0	3711	1	27	13	27	13	28	1	35	1	1024	25	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2663	0	0	0	0	0	0	0	0	0	1	0	8	47	629145	长安城	0	0	1	1	0	0	<G>穆然不敢夸口百病能医，但穆然也不会妄下诊方以图钱财。	300	<G>大夫最为看重之事便是人命，若只认了钱，那良心便是当真喂了狗去了。	300		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	2							3	13	173																																																			36				0											
3712	侍女	白穆然侍女		3	36	1	1	0	5	0	950	21	3	1	1		180	84	0	0	76	0	0	100	6	22	9000	0	0	0	0	7	26	26	26	26	26	0	5	5	5	5	0	3712	1	20	10	20	10	28	1	24	1	1024	14	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2664	0	0	0	0	0	0	0	0	0	1	0	1	6	629145	长安城	0	0	1	1	0	0	<G>我们主子，最为心善，给穷苦人家瞧病，不收分毫，端的是个好大夫。	300		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	2							3	5	110																																																			36				0											
3713	长安城守卫	长安城·守卫		3	36	1	1	295	70	0	950	29	6	1	1		180	108678	0	0	97810	0	0	100	6	36	9000	0	0	0	0	237	478	478	478	478	478	2100	70	70	70	70	0	3713	1	2863	1431	2863	1431	28	1	28	1	1024	18	10	0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			480	0	10		0		0		0		0	2669	0	0	0	0	0	0	0	0	0	1	0	2375	14225	838860	长安城	0	0	1	1	0	0	<G>本以为入了神策便会吃香喝辣，结果现在还让老子守城门！	300		0		0					scripts\Map\长安\Npc\长安城问路.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	500	9000	2048	0	0	0	0	0	0	1								5	70	0																																																			36															
3714	长安城守卫	长安城·守卫		3	36	1	1	295	70	0	950	29	6	1	1		180	108678	0	0	97810	0	0	100	6	36	9000	0	0	0	0	237	478	478	478	478	478	2100	70	70	70	70	0	3714	1	2863	1431	2863	1431	28	1	28	1	1024	18	10	0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			480	0	10		0		0		0		0	2666	0	0	0	0	0	0	0	0	0	1	0	2375	14225	838860	长安城	0	0	1	1	0	0	<G>当这么一个破守卫，又无油水又苦累，天天站得腿都酸了！今儿晚上一定要去如烟姑娘那里好好喝上一顿花酒。	300		0		0					scripts\Map\长安\Npc\长安城问路.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	500	9000	2048	0	0	0	0	0	0	1								5	70	0																																																			36															
3715	曾少爷	酒商		3	36				15			29	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3715	21	26	12	26	12	28	1	28	1	1024	18	10	696	4	32	8	102400	14	8																										2667										1	186	12	73	629145	长安城			0	0			<G>浓香好酒。	100												酒品店																					0	9000																3	15	188																																																			36				0											
3716	卫金铭	神策军官		3	35	1	1	295	50	0	950	29	3	1	1		180	3261	0	0	3712	0	0	100	6	22	9000	0	0	0	0	166	380	380	380	380	380	1174	50	50	50	50	0	3716	1	112	57	112	57	28	1	28	1	1024	18	10	0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			480	0	10		0		0		0		0	2670	0	0	0	0	0	0	0	0	0	1	0	81	486	734003	长安城	0	0	1	3	0	0	<G>老子刚入伍那会儿，你们这些个小东西还在村口玩石子儿呐！	300	<G>少废话，让你们这些新兵巡逻是看得起你们，别找不自在！	300		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	1				1440	1140		3	50	289																																																			35				0											
3717	鲁银海	郎中		3	36				15			31	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3717	21	26	12	26	12	28	1	28	1	1024	18	10																																	2671										1	176	12	73	629145	长安城			0	0			<G>要些药品么？	100												药品店																					0	9000																3	15	188																																																			36				0											
3718	梁孝义	长安外城土木官		3	36	1	1	0	40	0	950	41	3	1	1		180	3069	0	0	2762	0	0	100	6	22	9000	0	0	0	0	144	285	285	285	285	285	1200	40	40	40	40	0	3718	1	66	32	66	32	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2672	0	0	0	0	0	0	0	0	0	1	0	60	360	734003	长安城	0	0	1	1	0	0	<G>咳！本以为还可刮点油水，怎奈老子生不逢时，偏偏被分来管什么土木，莫非要我刮点树皮回家吃吗！	100		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	1							3	40	273																																																			36				0											
